old_site,new_site
/articles/article/on-changing-the-way-we-deal-with-child-obesity,/on-changing-the-way-we-deal-with-child-obesity/
/articles/article/privacy-should-be-our-choice,/privacy-should-be-our-choice/
/articles/article/let-us-decide-for-ourselves-on-euthanasia,/let-us-decide-for-ourselves-on-euthanasia/
/articles/article/leslie-talks-about-the-ethics-of-sex-selection-on-abc-radio-nationals-pm,/leslie-talks-about-the-ethics-of-sex-selection-on-abc-radio-nationals-pm/
/articles/article/there-is-a-case-for-staying-the-course,/there-is-a-case-for-staying-the-course/
/articles/article/catch-leslie-on-the-catch-up-online,/catch-leslie-on-the-catch-up-online/
/articles/article/the-magill-children-finally-speak,/the-magill-children-finally-speak/
/articles/article/safe-sex-means-just-that,/safe-sex-means-just-that/
/articles/article/what-is-so-wrong-with-having-truthful-advertising,/what-is-so-wrong-with-having-truthful-advertising/
/articles/article/australian-governments-pregnancy-helpline-help-or-hindrance,/australian-governments-pregnancy-helpline-help-or-hindrance/
/articles/article/catch-leslie-on-the-catch-up-online1,/catch-leslie-on-the-catch-up-online1/
/articles/article/there-is-racism-and-then-there-is-the-glory-of-multiculturalism,/there-is-racism-and-then-there-is-the-glory-of-multiculturalism/
/articles/article/high-price-to-be-paid-if-abortion-reform-bid-fails,/high-price-to-be-paid-if-abortion-reform-bid-fails/
/articles/article/support-and-respect-gives-ivf-parents-time-to-tell,/support-and-respect-gives-ivf-parents-time-to-tell/
/articles/article/does-she-or-doesnt-she-and-why-does-she-always-lie,/does-she-or-doesnt-she-and-why-does-she-always-lie/
/articles/article/balancing-public-interest-and-the-right-to-privacy,/balancing-public-interest-and-the-right-to-privacy/
/articles/article/prevention-is-one-thing-but-take-care-with-the-cure,/prevention-is-one-thing-but-take-care-with-the-cure/
/articles/article/laws-on-sex-work-must-be-framed-to-protect-womens-choice,/laws-on-sex-work-must-be-framed-to-protect-womens-choice/
/articles/article/book-review-in-viro-fertility-goddess-by-jodi-panayotov,/book-review-in-viro-fertility-goddess-by-jodi-panayotov/
/articles/article/i-feel-guilty-my-son-is-at-public-school,/i-feel-guilty-my-son-is-at-public-school/
/articles/article/education-is-not-about-being-a-good-or-bad-parent-its-about-the-children,/education-is-not-about-being-a-good-or-bad-parent-its-about-the-children/
/articles/article/a-man-worth-emulating,/a-man-worth-emulating/
/articles/article/the-futility-of-treatment-who-decides,/the-futility-of-treatment-who-decides/
/articles/article/insults-deter-quality-debate,/insults-deter-quality-debate/
/articles/article/look-at-yourself-before-its-too-late,/look-at-yourself-before-its-too-late/
/articles/article/one-size-fits-all-marriage-model-fails-to-bind,/one-size-fits-all-marriage-model-fails-to-bind/
/articles/article/breastfeeding-differing-advice-flows-oh-so-freely,/breastfeeding-differing-advice-flows-oh-so-freely/
/articles/article/education-ethics-bigger-than-public-versus-private,/education-ethics-bigger-than-public-versus-private/
/articles/article/lets-get-rid-of-the-cloak-and-dagger,/lets-get-rid-of-the-cloak-and-dagger/
/articles/article/full-disclosure-necessary-in-abortion-law,/full-disclosure-necessary-in-abortion-law/
/articles/article/shameful-apology-proves-sorry-shame,/shameful-apology-proves-sorry-shame/
/articles/article/women-vote-for-yourselves-no-one-else-will,/women-vote-for-yourselves-no-one-else-will/
/articles/article/threat-to-choice-leaves-bitter-taste-in-gm-debate,/threat-to-choice-leaves-bitter-taste-in-gm-debate/
/articles/article/stand-up-and-shoulder-the-consequences,/stand-up-and-shoulder-the-consequences/
/articles/article/in-death-we-dont-part-from-our-obligations,/in-death-we-dont-part-from-our-obligations/
/articles/article/stripped-bare-spitzer-affair-raises-big-question,/stripped-bare-spitzer-affair-raises-big-question/
/articles/article/why-parents-try-to-avoid-the-pain-of-loving-a-sick-child,/why-parents-try-to-avoid-the-pain-of-loving-a-sick-child/
/articles/article/cash-is-always-the-currency-of-loves-labours-lost,/cash-is-always-the-currency-of-loves-labours-lost/
/articles/article/we-may-yet-avoid-frying-from-global-warming,/we-may-yet-avoid-frying-from-global-warming/
/articles/article/there-is-an-art-to-breaking-bad-news-to-children,/there-is-an-art-to-breaking-bad-news-to-children/
/articles/article/at-50-the-material-girl-is-not-to-be-pitied,/at-50-the-material-girl-is-not-to-be-pitied/
/articles/article/the-dubious-morality-of-women,/the-dubious-morality-of-women/
/articles/article/what-we-dont-know-can-hurt-us-all,/what-we-dont-know-can-hurt-us-all/
/articles/article/why-parental-leave-is-a-moral-issue,/why-parental-leave-is-a-moral-issue/
/articles/article/we-thirst-for-justice-but-beware-the-unforgiven,/we-thirst-for-justice-but-beware-the-unforgiven/
/articles/article/the-bill-henson-affair-shame-on-adults-for-paranoia-over-adolescence,/the-bill-henson-affair-shame-on-adults-for-paranoia-over-adolescence/
/articles/article/feel-good-do-good-the-merry-makers,/feel-good-do-good-the-merry-makers/
/articles/article/hating-gays-is-a-choice-not-a-biblical-dictate,/hating-gays-is-a-choice-not-a-biblical-dictate/
/articles/article/womb-watching-while-rome-burns,/womb-watching-while-rome-burns/
/articles/article/dont-trust-politicians-with-your-human-rights,/dont-trust-politicians-with-your-human-rights/
/articles/article/fairttrade-is-fair-enough,/fairttrade-is-fair-enough/
/articles/article/teaching-our-kids-the-difference-between-science-and-faith,/teaching-our-kids-the-difference-between-science-and-faith/
/articles/article/hey-girls-be-ladies-and-enslave-yourself-to-men,/hey-girls-be-ladies-and-enslave-yourself-to-men/
/articles/article/ethical-carnivores-care-for-animals-too,/ethical-carnivores-care-for-animals-too/
/articles/article/men-abortion-and-the-sin-of-moral-arrogance,/men-abortion-and-the-sin-of-moral-arrogance/
/articles/article/beware-its-a-bitter-pill-we-swallow,/beware-its-a-bitter-pill-we-swallow/
/articles/article/heavy-cross-to-bear-for-gay-donors,/heavy-cross-to-bear-for-gay-donors/
/articles/article/conscience-votes-entail-responsibilities-not-just-rights,/conscience-votes-entail-responsibilities-not-just-rights/
/articles/article/pms-cheap-answer-to-school-problems,/pms-cheap-answer-to-school-problems/
/articles/article/conscience-rights-must-be-a-two-way-street,/conscience-rights-must-be-a-two-way-street/
/articles/article/whose-time-is-it-anyway-peter,/whose-time-is-it-anyway-peter/
/articles/article/domestic-violence-is-a-two-way-street,/domestic-violence-is-a-two-way-street/
/articles/article/the-bill-henson-debate-looking-after-our-children-without-hysteria,/the-bill-henson-debate-looking-after-our-children-without-hysteria/
/articles/article/to-make-a-difference-stay-dont-go,/to-make-a-difference-stay-dont-go/
/articles/article/grace-a-measure-of-our-moral-fibre,/grace-a-measure-of-our-moral-fibre/
/articles/article/organ-donation-can-pose-a-conflict-of-interest,/organ-donation-can-pose-a-conflict-of-interest/
/articles/article/church-and-state-should-be-separate,/church-and-state-should-be-separate/
/articles/article/leslie-debates-abortion-on-sbs-radio,/leslie-debates-abortion-on-sbs-radio/
/articles/article/climate-change-its-about-the-economy-stupid,/climate-change-its-about-the-economy-stupid/
/articles/article/breaking-the-glass-ceiling-of-courage,/breaking-the-glass-ceiling-of-courage/
/articles/article/beyond-the-nuclear-family,/beyond-the-nuclear-family/
/articles/article/dumpers-and-martyrs-and-none-of-us-saints,/dumpers-and-martyrs-and-none-of-us-saints/
/articles/article/leslie-talks-abortion-rights,/leslie-talks-abortion-rights/
/articles/article/let-women-speak-for-themselves,/let-women-speak-for-themselves/
/articles/article/should-we-let-the-gene-out-of-the-bottle,/should-we-let-the-gene-out-of-the-bottle/
/articles/article/torturing-others-does-most-harm-to-us,/torturing-others-does-most-harm-to-us/
/articles/article/lars-and-the-real-girl-show-us-the-way,/lars-and-the-real-girl-show-us-the-way/
/articles/article/womens-forum-australia-is-faking-it,/womens-forum-australia-is-faking-it/
/articles/article/natural-earth-burials-should-our-last-decision-be-environmental,/natural-earth-burials-should-our-last-decision-be-environmental/
/articles/article/alls-fair-in-the-battle-of-ideas,/alls-fair-in-the-battle-of-ideas/
/articles/article/why-we-must-sometimes-refuse-to-help,/why-we-must-sometimes-refuse-to-help/
/articles/article/whats-wrong-with-adults-paying-for-sex,/whats-wrong-with-adults-paying-for-sex/
/articles/article/should-we-play-big-brother-with-our-kids,/should-we-play-big-brother-with-our-kids/
/articles/article/global-gag-leaves-blood-on-our-hands,/global-gag-leaves-blood-on-our-hands/
/articles/article/this-valentines-week-a-few-thoughts-about-love,/this-valentines-week-a-few-thoughts-about-love/
/articles/article/womens-rights-dont-make-me-laugh,/womens-rights-dont-make-me-laugh/
/articles/article/read-leslies-expert-comments-on-modern-contraception-in-the-sunday-age,/read-leslies-expert-comments-on-modern-contraception-in-the-sunday-age/
/articles/article/ethics-in-a-time-of-media,/ethics-in-a-time-of-media/
/articles/article/give-us-better-biking-infrastructure-please,/give-us-better-biking-infrastructure-please/
/articles/article/in-the-afl-and-nrl-booze-no-excuse-for-sexual-assault,/in-the-afl-and-nrl-booze-no-excuse-for-sexual-assault/
/articles/article/stop-conroys-great-australian-firewall,/stop-conroys-great-australian-firewall/
/articles/article/parallel-imports-and-copy-wrongs,/parallel-imports-and-copy-wrongs/
/articles/article/private-school-public-shame,/private-school-public-shame/
/articles/article/a-welcome-shift-to-the-political-middle-ground,/a-welcome-shift-to-the-political-middle-ground/
/articles/article/collaboration-takes-sting-out-of-separation-and-divorce,/collaboration-takes-sting-out-of-separation-and-divorce/
/articles/article/we-need-a-population-policy-debate,/we-need-a-population-policy-debate/
/articles/article/we-must-respect-the-wrong-decision,/we-must-respect-the-wrong-decision/
/articles/article/stand-firm-against-race-to-the-bottom,/stand-firm-against-race-to-the-bottom/
/articles/article/sex-test-engenders-a-skewed-reality,/sex-test-engenders-a-skewed-reality/
/articles/article/sexual-freedom-wont-spare-you-regret,/sexual-freedom-wont-spare-you-regret/
/articles/article/youre-off-to-a-party-its-no-laughing-matter-you-sick-swine,/youre-off-to-a-party-its-no-laughing-matter-you-sick-swine/
/articles/article/where-rights-medicine-and-law-collide,/where-rights-medicine-and-law-collide/
/articles/article/what-we-have-is-the-failure-to-communicate,/what-we-have-is-the-failure-to-communicate/
/articles/article/theres-no-rule-book-for-families,/theres-no-rule-book-for-families/
/articles/article/labels-rarely-go-more-than-skin-deep,/labels-rarely-go-more-than-skin-deep/
/articles/article/gene-patents-violate-civil-liberties,/gene-patents-violate-civil-liberties/
/articles/article/when-giving-cuts-right-to-the-bone,/when-giving-cuts-right-to-the-bone/
/articles/article/leslie-interviewed-by-fairfaxs-sunday-life-magazine,/leslie-interviewed-by-fairfaxs-sunday-life-magazine/
/articles/article/one-step-forward-two-back-in-fight-for-reproductive-rights,/one-step-forward-two-back-in-fight-for-reproductive-rights/
/articles/article/circumcision-who-decides,/circumcision-who-decides/
/articles/article/pulling-out-the-racist-tag-is-a-lazy-way-to-argue-about-policy,/pulling-out-the-racist-tag-is-a-lazy-way-to-argue-about-policy/
/articles/article/we-must-say-know-to-abstinence-only-sex-ed-choices-decisions-outcomes,/we-must-say-know-to-abstinence-only-sex-ed-choices-decisions-outcomes/
/articles/article/betrayal-and-the-shocking-lies-of-rex-crane,/betrayal-and-the-shocking-lies-of-rex-crane/
/articles/article/something-mad-about-refugee-policies,/something-mad-about-refugee-policies/
/articles/article/can-it-ever-be-ethical-to-let-women-die,/can-it-ever-be-ethical-to-let-women-die/
/articles/article/leslie-talks-to-4bc-mornings-host-greg-carey-about-matthew-johns-scandal-and-sex-lies-and-relationships,/leslie-talks-to-4bc-mornings-host-greg-carey-about-matthew-johns-scandal-and-sex-lies-and-relationships/
/articles/article/leslie-talks-to-4bc-mornings-host-greg-carey-about-the-capacity-for-consent,/leslie-talks-to-4bc-mornings-host-greg-carey-about-the-capacity-for-consent/
/articles/article/women-failed-by-catholic-run-hospitals,/women-failed-by-catholic-run-hospitals/
/articles/article/desperate-or-deadbeat-dads,/desperate-or-deadbeat-dads/
/articles/article/kissing-a-friend-goodbye,/kissing-a-friend-goodbye/
/articles/article/parents-left-in-the-lurch,/parents-left-in-the-lurch/
/articles/article/do-we-really-need-to-be-polite-to-the-family-pedophile,/do-we-really-need-to-be-polite-to-the-family-pedophile/
/articles/article/good-parents-send-their-kids-to-private-school-dont-they,/good-parents-send-their-kids-to-private-school-dont-they/
/articles/article/pregnancy-and-job-seeking-is-it-time-to-lie,/pregnancy-and-job-seeking-is-it-time-to-lie/
/articles/article/support-for-dying-friend-our-final-gift,/support-for-dying-friend-our-final-gift/
/articles/article/baby-leave-is-not-a-womens-issue,/baby-leave-is-not-a-womens-issue/
/articles/article/role-of-big-pharma-in-question-after-half-a-century-of-the-pill,/role-of-big-pharma-in-question-after-half-a-century-of-the-pill/
/articles/article/get-religion-out-of-government-schools-please,/get-religion-out-of-government-schools-please/
/articles/article/the-skinny-on-the-ethics-of-dating,/the-skinny-on-the-ethics-of-dating/
/articles/article/patently-absurd-why-corporates-shouldnt-profit-from-our-genes,/patently-absurd-why-corporates-shouldnt-profit-from-our-genes/
/articles/article/fighting-for-virile-values-this-is-tony-abbott,/fighting-for-virile-values-this-is-tony-abbott/
/articles/article/leslie-talks-to-australian-doctor,/leslie-talks-to-australian-doctor/
/articles/article/why-weve-stopped-trusting-science,/why-weve-stopped-trusting-science/
/articles/article/corruption-is-never-harmless-in-the-church-or-state,/corruption-is-never-harmless-in-the-church-or-state/
/articles/article/what-public-infidelity-has-to-do-with-me,/what-public-infidelity-has-to-do-with-me/
/articles/article/the-patenting-of-human-genes-must-be-stopped,/the-patenting-of-human-genes-must-be-stopped/
/articles/article/does-nsw-labor-need-to-go,/does-nsw-labor-need-to-go/
/articles/article/when-difference-of-desire-is-sold-as-a-deficiency,/when-difference-of-desire-is-sold-as-a-deficiency/
/articles/article/leslie-explains-to-the-7pm-project-crew-why-corporations-shouldnt-own-our-genes,/leslie-explains-to-the-7pm-project-crew-why-corporations-shouldnt-own-our-genes/
/articles/article/leslie-talks-men-and-abortion-on-radio-jjjs-hack,/leslie-talks-men-and-abortion-on-radio-jjjs-hack/
/articles/article/leslie-talks-to-kate-otoole-on-abc-youth-radio-triple-js-hack,/leslie-talks-to-kate-otoole-on-abc-youth-radio-triple-js-hack/
/articles/article/tony-abbott-has-a-poor-track-record-on-respecting-medical-privacy-for-teens,/tony-abbott-has-a-poor-track-record-on-respecting-medical-privacy-for-teens/
/articles/article/leslie-talks-to-tokenskeptic-about-big-pharma,/leslie-talks-to-tokenskeptic-about-big-pharma/
/articles/article/protect-our-kids-from-scripture-teachers-and-junk-food-advertisers,/protect-our-kids-from-scripture-teachers-and-junk-food-advertisers/
/articles/article/what-the-first-female-pm-means-for-australian-women,/what-the-first-female-pm-means-for-australian-women/
/articles/article/a-few-good-men-and-stephen-milne-rape-allegations,/a-few-good-men-and-stephen-milne-rape-allegations/
/articles/article/leslie-and-44-other-signatories-warn-that-quest-for-womens-equality-will-be-turned-back-under-pm-tony-abbott,/leslie-and-44-other-signatories-warn-that-quest-for-womens-equality-will-be-turned-back-under-pm-tony-abbott/
/articles/article/the-national-school-chaplaincy-program-is-an-accident-waiting-to-happen,/the-national-school-chaplaincy-program-is-an-accident-waiting-to-happen/
/articles/article/abbott-v-gillard-believing-in-whats-awful-or-nothing-at-all,/abbott-v-gillard-believing-in-whats-awful-or-nothing-at-all/
/articles/article/australias-hung-parliament-and-the-governor-generals-moral-dilemma,/australias-hung-parliament-and-the-governor-generals-moral-dilemma/
/articles/article/new-problem-with-no-name,/new-problem-with-no-name/
/articles/article/leslie-in-the-hot-seat-on-abc-tvs-q-a,/leslie-in-the-hot-seat-on-abc-tvs-q-a/
/articles/article/why-australians-need-a-right-to-die,/why-australians-need-a-right-to-die/
/articles/article/talking-about-rape,/talking-about-rape/
/articles/article/flu-jabs-australia-needs-to-do-better,/flu-jabs-australia-needs-to-do-better/
/articles/article/who-has-the-courage-to-stand-up-for-state-schooling,/who-has-the-courage-to-stand-up-for-state-schooling/
/articles/article/can-doctors-say-no-to-providing-abortion-care,/can-doctors-say-no-to-providing-abortion-care/
/articles/article/small-l-liberals-skewer-progressives-on-horns-of-a-dilemma,/small-l-liberals-skewer-progressives-on-horns-of-a-dilemma/
/articles/article/why-negative-ads-dont-work-but-sticking-to-principle-does,/why-negative-ads-dont-work-but-sticking-to-principle-does/
/articles/article/what-the-lindy-chamberlain-patsy-ramsey-kate-mccann-now-keli-lane-case-says-about-us,/what-the-lindy-chamberlain-patsy-ramsey-kate-mccann-now-keli-lane-case-says-about-us/
/articles/article/did-jesus-have-a-sister,/did-jesus-have-a-sister/
/articles/article/theres-no-shame-in-being-too-posh-to-push,/theres-no-shame-in-being-too-posh-to-push/
/articles/article/should-parents-allow-mixed-sex-sleepovers,/should-parents-allow-mixed-sex-sleepovers/
/articles/article/retrospective-legislation-and-donor-conceived-people,/retrospective-legislation-and-donor-conceived-people/
/articles/article/religiously-defending-the-right-to-remain-secular,/religiously-defending-the-right-to-remain-secular/
/articles/article/why-women-dont-always-support-other-women,/why-women-dont-always-support-other-women/
/articles/article/we-can-only-wish-teen-at-heart-of-dikileaks-scandal-our-best,/we-can-only-wish-teen-at-heart-of-dikileaks-scandal-our-best/
/articles/article/no-non-violent-political-action-please-were-australian,/no-non-violent-political-action-please-were-australian/
/articles/article/the-book-of-rachael,/the-book-of-rachael/
/articles/article/what-no-baby,/what-no-baby/
/articles/article/the-abortion-myth,/the-abortion-myth/
/articles/article/leslie-made-dying-with-dignity-ambassador,/leslie-made-dying-with-dignity-ambassador/
/articles/article/leslie-made-2011-australian-humanist-of-the-year,/leslie-made-2011-australian-humanist-of-the-year/
/articles/article/leslie-best-science-tweet-finalist,/leslie-best-science-tweet-finalist/
/articles/article/adf-facebook-racism-scandal-leslie-talks-to-7news,/adf-facebook-racism-scandal-leslie-talks-to-7news/
/articles/article/rave-review-of-book-of-rachael-from-the-bookshow,/rave-review-of-book-of-rachael-from-the-bookshow/
/articles/article/eloise-keating-s-5-questions-for-leslie-about-the-book-of-rachael,/eloise-keating-s-5-questions-for-leslie-about-the-book-of-rachael/
